licence_key,state,licence_id,name,name_norm,address,city,zip,licence_type,expiry,lat,lon,geom,source_url,observed_at,addr_norm
NJ/PIF001393/1,NJ,PIF001393,OLIVEIRA & SON LLC,OLIVEIRASON,130 BLOOMFIELD AVE,BLOOMFIELD,07003,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,130BLOOMFIELDAVE
NJ/PIF001394/1,NJ,PIF001394,KCJJR LLC,KCJJR,17 GOSHEN ROAD,CMCH,08210,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,17GOSHENRD
NJ/PIF001397/1,NJ,PIF001397,AUTOBLITZ LLC,AUTOBLITZ,125 SADDLE RIVER AVE,SO HACKENSACK,07606,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,125SADDLERIVERAVE
NJ/PIF001398/1,NJ,PIF001398,MITCHELL AUTOMOTIVE LLC,MITCHELLAUTOMOTIVE,700 W DELILAH RD,PLEASANTVILLE,08232,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,700WDELILAHRD
NJ/PIF001399/1,NJ,PIF001399,PASSARELLA AT&LHT TK RP LLC,PASSARELLAATLHTTKRP,"300 WHP, P O BOK 317",WATERFORD WRKS,08089,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,300WHPPOBOK317
NJ/PIF001401/1,NJ,PIF001401,IRONBOUND FUEL CORPORATION,IRONBOUNDFUEL,63-69 WILSON AVE,NEWARK,07105,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,6369WILSONAVE
NJ/PIF001403/1,NJ,PIF001403,J & A AUTO CENTER LLC,JAAUTOCENTER,101 RIDGE RD,N ARLINGTON,07031,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,101RIDGERD
NJ/PIF001404/1,NJ,PIF001404,DANIEL &JS AUTO REPAIR LLC,DANIELJSAUTOREPAIR,30 VAN WETTERING PLACE,HACKENSACK,07601,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,30VANWETTERINGPL
NJ/PIF001406/1,NJ,PIF001406,PATRIOT CMRCL VHCL ISPT LLC,PATRIOTCMRCLVHCLISPT,83 IRONS ST STE 3,TOMS RIVER,08753,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,83IRONSST
NJ/PIF001407/1,NJ,PIF001407,MAGIC LUBE & RUBBER LLC,MAGICLUBERUBBER,320 ESPANONG RD,LAKE HOPATCONG,07849,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,320ESPANONGRD
NJ/PIF001408/1,NJ,PIF001408,NJ DIESEL EMSS&DOT INSP INC,NJDIESELEMSSDOTINSP,126 BENNETT PLACE,HIGHTSTOWN,08520,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,126BENNETTPL
NJ/PIF001410/1,NJ,PIF001410,QUALITY 1ST CONTRACTING INC,QUALITY1STCONTRACTING,359 ROUTE 35 SOUTH,CLIFFWOOD,07721,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,359RT35S
NJ/PIF001411/1,NJ,PIF001411,NORTHVALE COLLISION CTR LLC,NORTHVALECOLLISIONCTR,205 PEGASUS AVE,NORTHVALE,07647,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,205PEGASUSAVE
NJ/PIF001412/1,NJ,PIF001412,CP AUTO REPAIR LLC,CPAUTOREPAIR,408 BOYDEN AVE,MAPLEWOOD,07040,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,408BOYDENAVE
NJ/PIF001413/1,NJ,PIF001413,CLIFTON AUTO SERVICE LLC,CLIFTONAUTOSERVICE,975 VAN HOUTEN AVE,CLIFTON,07013,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,975VANHOUTENAVE
NJ/PIF001414/1,NJ,PIF001414,APN LEASING CORPORATION,APNLEASING,1025 EAST LINDEN AVE,LINDEN,07036,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1025ELINDENAVE
NJ/PIF001415/1,NJ,PIF001415,AT BUCKS COUNTY LLC,ATBUCKSCOUNTY,356 NJ 31,FLEMINGTON,08822,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,356NJ31
NJ/PIF001416/1,NJ,PIF001416,HAMILTON AUTOMOTIVE INC,HAMILTONAUTOMOTIVE,1753 CHAMBERS ST,TRENTON,08610,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1753CHAMBERSST
NJ/PIF001417/1,NJ,PIF001417,J&G MOTOR SERVICES LLC,JGMOTORSERVICES,360 MAIN STREET,CHATHAM,07928,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,360MAINST
NJ/PIF001418/1,NJ,PIF001418,JS AUTO REPAIR LINDEN LLC,JSAUTOREPAIRLINDEN,636 E ELIZABETH AVE,LINDEN,07036,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,636EELIZABETHAVE
NJ/PIF001419/1,NJ,PIF001419,B & S GULF SERV STATION INC,BSGULFSERVSTATION,3417 HWY9,FREEHOLD,07728,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,3417HWY9
NJ/PIF001420/1,NJ,PIF001420,BRANCHBURG ALL TIRE&SRV INC,BRANCHBURGALLTIRESRV,19 STONEHOUSE RD,BASKING RIDGE,07920,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,19STONEHOUSERD
NJ/PIF001421/1,NJ,PIF001421,BURDGES GARAGE,BURDGESGARAGE,597 BRANCH AVE,LITTLE SLVR,07739,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,597BRANCHAVE
NJ/PIF001422/1,NJ,PIF001422,DOBES AUTO REPAIR LLC,DOBESAUTOREPAIR,216 N. MAIN ST.,CAPE MAY CH.,08210,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,216NMAINST
NJ/PIF001423/1,NJ,PIF001423,N JERSEY DSL RPR PERF LLC,NJERSEYDSLRPRPERF,304 US HWY 46,GREAT MEADOWS,07840,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,304USHWY46
NJ/PIF001426/1,NJ,PIF001426,"JOHNSON & TOWERS, LLC",JOHNSONTOWERS,2021 BRIGGS ROAD,MOUNT LAUREL,08054,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2021BRIGGSRD
NJ/PIF001427/1,NJ,PIF001427,SUPER MARIO AUTO REPAIR LLC,SUPERMARIOAUTOREPAIR,401 NORTH AVE E,CRANFORD,07016,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,401NAVEE
NJ/PIF001428/1,NJ,PIF001428,JS MENDHAM CORP,JSMENDHAM,104 EAST MAIN STREET,MEDNHAM,07945,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,104EMAINST
NJ/PIF001429/1,NJ,PIF001429,"NORWOOD AUTO REPAIR, LLC",NORWOODAUTOREPAIR,575 BROADWAY,NORWOOD,07648,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,575BROADWAY
NJ/PIF001430/1,NJ,PIF001430,CLARKS AUTO & TIRE CENTER I,CLARKSAUTOTIRECENTERI,633 S BLACKHORSE PIKE,WILLIAMSTOWN,08094,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,633SBLACKHORSEPIKE
NJ/PIF001431/1,NJ,PIF001431,"BURNAC, INC",BURNAC,1717 NJ-10,MORRIS PLAINS,07950,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1717NJ10
NJ/PIF001432/1,NJ,PIF001432,3 J'S AUTO CENTER INC,3JSAUTOCENTER,731 BROADWAY,WESTWOOD,07675,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,731BROADWAY
NJ/PIF001434/1,NJ,PIF001434,"EZ MULTI SVC AND PARTS, LLC",EZMULTISVCPARTS,295-297 WILSON AVENUE,NEWARK,07114,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,295297WILSONAVE
NJ/PIF001435/1,NJ,PIF001435,"JB SPEED, LLC",JBSPEED,139 HAMBURG TURNPIKE,BUTLER,07405,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,139HAMBURGTPKE
NJ/PIF001437/1,NJ,PIF001437,"NNKD, LLC.",NNKD,1591 TEANECK ROAD,TEANECK,07666,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1591TEANECKRD
NJ/PIF001439/1,NJ,PIF001439,"B&T AUTO SERVICES, LLC",BTAUTOSERVICES,701 HARRISON AVENUE,HARRISON,07029,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,701HARRISONAVE
NJ/PIF001440/1,NJ,PIF001440,S & Y TIRE & ALIGNMENT LLC,SYTIREALIGNMENT,208-210 CENTRAL AVE,PASSAIC,07055,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,208210CENTRALAVE
NJ/PIF001444/1,NJ,PIF001444,DCO MOTORS HAWTHORNE C LLC,DCOMOTORSHAWTHORNEC,1180 GOFFLE ROAD,HAWTHORNE,07506,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1180GOFFLERD
NJ/PIF001447/1,NJ,PIF001447,MAPLECREST FORD INC,MAPLECRESTFORD,102 E MAIN ST,MENDHAM,07945,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,102EMAINST
NJ/PIF001451/1,NJ,PIF001451,"CRUVAS AUTO REPAIRS, LLC",CRUVASAUTOREPAIRS,891 GREEN ST,ISELIN,08830,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,891GREENST
NJ/PIF001452/1,NJ,PIF001452,PAUL'S REPAIR INC,PAULSREPAIR,800 W MAPLE AVE,MERCHANTVILLE,08109,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,800WMAPLEAVE
NJ/PIF001453/1,NJ,PIF001453,PATRIOT CMRCL VHCL ISPT LLC,PATRIOTCMRCLVHCLISPT,83 IRONS ST STE 3,TOMS RIVER,08753,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,83IRONSST
NJ/PIF001454/1,NJ,PIF001454,JERSEY STATE MOBILE INSPECT,JERSEYSTATEMOBILEINSPECT,368 VALLEY RD,WAYNE,07470,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,368VALLEYRD
NJ/PIF001455/1,NJ,PIF001455,DE BOERS AUTO INC,DEBOERSAUTO,83 RT 23,HAMBURG,07419,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,83RT23
NJ/PIF001456/1,NJ,PIF001456,SCHAFER REPAIR SERVICES LLC,SCHAFERREPAIRSERVICES,625 S LIVINGSTON AVE,LIVINGSTON,07039,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,625SLIVINGSTONAVE
NJ/PIF001458/1,NJ,PIF001458,ROSELLE AUTO REPAIR HUB INC,ROSELLEAUTOREPAIRHUB,139 E WESTFIELD AVE,ROSELLE PARK,07204,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,139EWESTFIELDAVE
NJ/PIF001459/1,NJ,PIF001459,TS AUTOMOTIVE REPAIR LLC,TSAUTOMOTIVEREPAIR,371 N GLASSBORO RD,WOODBURY HTS,08097,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,371NGLASSBORORD
NJ/PIF001460/1,NJ,PIF001460,AIM-MORAN LLC,AIMMORAN,5012 PALISADE AVE,WEST NEW YORK,07093,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,5012PALISADEAVE
NJ/PIF001462/1,NJ,PIF001462,DIYA AUTOMOTIVE SERVICE,DIYAAUTOMOTIVESERVICE,150 BLOOMFIELD AVE,BLOOMFIELD,07003,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,150BLOOMFIELDAVE
NJ/PIF001463/1,NJ,PIF001463,VED ASSOCIATES LLC,VEDASSOCIATES,552 W. WESTFIELD AVE,ROSELLE,07204,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,552WWESTFIELDAVE
NJ/PIF001464/1,NJ,PIF001464,METUCHEN AUTO REPAIR,METUCHENAUTOREPAIR,621 MIDDLESEX AVE,METUCHEN,08840,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,621MIDDLESEXAVE
NJ/PIF001466/1,NJ,PIF001466,JAE & JAE RECOVERY SERV INC,JAEJAERECOVERYSERV,1184 COZZENS LANE STE E,NO BRUNSWICK,08902,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1184COZZENSLN
NJ/PIF001467/1,NJ,PIF001467,DJI SUPPLY COMPANY LLC,DJISUPPLY,35 NORTH MAPLE AVENUE,MARLTON,08053,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,35NMAPLEAVE
NJ/PIF001469/1,NJ,PIF001469,THOROUGHBRED DIESEL INSP,THOROUGHBREDDIESELINSP,1717 WASHINGTON VALLEY RD,MARTINSVILLE,08836,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1717WASHINGTONVALLEYRD
NJ/PIF001472/1,NJ,PIF001472,BAUER AUTOMOTIVE SERVICE,BAUERAUTOMOTIVESERVICE,7 COMMERCE STREET,CHATHAM,07928,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,7COMMERCEST
NJ/PIF001474/1,NJ,PIF001474,CAMBELLS AUT DIAG & REP CTR,CAMBELLSAUTDIAGREPCTR,704 NEWARK POMPTON TURNPIKE,POMPTON PLAINS,07444,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,704NEWARKPOMPTONTPKE
NJ/PIF001476/1,NJ,PIF001476,ELLAS AUTO RPR & PERF LLC,ELLASAUTORPRPERF,600 RYAN AVE #1,WESTVILLE,08093,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,600RYANAVE1
NJ/PIF001477/1,NJ,PIF001477,REGINLD HAWLY SRVCS AUT LLC,REGINLDHAWLYSRVCSAUT,2356 ST ST GEORGES AVE,RAHWAY,07065,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2356STSTGEORGESAVE
NJ/PIF001478/1,NJ,PIF001478,M1 AUTO REPAIR LLC,M1AUTOREPAIR,73 PALISADES AVE,CLIFFSIDE PARK,07010,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,73PALISADESAVE
NJ/PIF001480/1,NJ,PIF001480,CYS TRUCK SOLUTIONS LLC,CYSTRUCKSOLUTIONS,205 GREENBROOK ROAD,GREEN BROOK,08812,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,205GREENBROOKRD
NJ/PIF001481/1,NJ,PIF001481,GABRIELLI KENWORTH OF NJ,GABRIELLIKENWORTHNJ,103 BROAD AVENUE,FAIRVIEW,07022,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,103BROADAVE
NJ/PIF001482/1,NJ,PIF001482,AUTO POINT CAR CARE LLC,AUTOPOINTCARCARE,532 RIDGEDALE AVE,EAST HANOVER,07936,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,532RIDGEDALEAVE
NJ/PIF001483/1,NJ,PIF001483,AT NORTHERN NJ LLC1,ATNORTHERNNJLLC1,1410 E LINDEN AVE,LINDEN,07036,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1410ELINDENAVE
NJ/PIF001484/1,NJ,PIF001484,JZ AUTO WORX LLC,JZAUTOWORX,9 MAJOR ROAD BLD3 UNIT2,MONMOUTH JUNCT,08852,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,9MAJORRDBLD3
NJ/PIF001486/1,NJ,PIF001486,G&A AUTO REPAIR LLC,GAAUTOREPAIR,266 SOUTH ORANGE AVENUE,LIVINGSTON,07039,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,266SORANGEAVE
NJ/PIF001487/1,NJ,PIF001487,TRUCKING SAFETY SRVCS LLC,TRUCKINGSAFETYSRVCS,27 SUMO VILLAGE CT,NEWARK,07114,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,27SUMOVILLAGECT
NJ/PIF001488/1,NJ,PIF001488,MACRAE SERVICES,MACRAESERVICES,128 WOOD AVENUE,MIDDLESEX,08846,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,128WOODAVE
NJ/PIF001489/1,NJ,PIF001489,WOODCLIFF ENERGY LLC,WOODCLIFFENERGY,375 CHESTNUT RIDGE RD,WOODCLIFF LAKE,07677,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,375CHESTNUTRIDGERD
NJ/PIF001491/1,NJ,PIF001491,WALDWICK GULF AUTO SRVC INC,WALDWICKGULFAUTOSRVC,49 FRANKLIN TURNPIKE,WALDWICK,07463,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,49FRANKLINTPKE
NJ/PIF001492/1,NJ,PIF001492,HAINESPORT ENTERPRISES LLC,HAINESPORTENTERPRISES,11 NORTH MAIN ST,MEDFORD,08055,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,11NMAINST
NJ/PIF001493/1,NJ,PIF001493,HPM NEW PROVIDENCE AUTO RPR,HPMNEWPROVIDENCEAUTORPR,50 SOUTH STREET,NEW PROVIDENCE,07974,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,50SST
NJ/PIF001494/1,NJ,PIF001494,GILLETE AUTO LLC,GILLETEAUTO,664 VALLEY ROAD,GILLETTE,07933,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,664VALLEYRD
NJ/PIF001495/1,NJ,PIF001495,EUROSRVC AUTOMOTIVE RPR LLC,EUROSRVCAUTOMOTIVERPR,1213 W. CAMPLAIN ROAD,MANVILLE,08835,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1213WCAMPLAINRD
NJ/PIF001496/1,NJ,PIF001496,DIESEL BROTHERS LLC,DIESELBROTHERS,38 CARRIAGE WAY,BARNEGAT,08005,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,38CARRIAGEWAY
NJ/PIF001497/1,NJ,PIF001497,MDA TRUCK SALES INC,MDATRUCKSALES,286 CENTRAL AVENUE,KEARNY,07032,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,286CENTRALAVE
NJ/PIF001498/1,NJ,PIF001498,BOBBYS PRECISION AUTO RPR,BOBBYSPRECISIONAUTORPR,1201 HWY 35 NORTH,MIDDLETOWN,07748,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1201HWY35N
NJ/PIF001500/1,NJ,PIF001500,PA MOTORS LLC,PAMOTORS,225 DIAMOND BRIDGE AVE,HAWTHORNE,07506,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,225DIAMONDBRIDGEAVE
NJ/PIF001501/1,NJ,PIF001501,COMPLETE AUTO TRUCK RPR INC,COMPLETEAUTOTRUCKRPR,760 WEST GRAND STREET,ELIZABETH,07059,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,760WGRANDST
NJ/PIF001502/1,NJ,PIF001502,MAYS LANDING AUTO REPAIR,MAYSLANDINGAUTOREPAIR,5803 MAIN STREET,MAYS LANDING,08330,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,5803MAINST
NJ/PIF001503/1,NJ,PIF001503,DIESEL BROTHERS LLC,DIESELBROTHERS,38 CARRIAGE WAY,BARNEGAT,08005,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,38CARRIAGEWAY
NJ/PIF001504/1,NJ,PIF001504,ACE DRIVE PRODS & SRVS INC,ACEDRIVEPRODSSRVS,520 YORK ST,ELIZABETH,07201,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,520YORKST
NJ/PIF001505/1,NJ,PIF001505,NICK AUTO REPAIR SHOP LLC,NICKAUTOREPAIRSHOP,26-10 BROADWAY AVE,FAIR LAWN,07410,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2610BROADWAYAVE
NJ/PIF001506/1,NJ,PIF001506,BELGRAVES AUTO REPAIR CORP,BELGRAVESAUTOREPAIR,80 SANFORD STREET,EAST ORANGE,07018,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,80SANFORDST
NJ/PIF001507/1,NJ,PIF001507,BERGEN TRUCK & AUTO RPR LLC,BERGENTRUCKAUTORPR,1089 EDGEWATER AVE,RIDGEFIELD,07657,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1089EDGEWATERAVE
NJ/PIF001509/1,NJ,PIF001509,H.K. TURCK SERVICES INC.,HKTURCKSERVICES,10 FANNY ROAD,BOONTON,07005,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,10FANNYRD
NJ/PIF001510/1,NJ,PIF001510,LEE FAMILY AUTO REPAIR LLC,LEEFAMILYAUTOREPAIR,465 11TH ST,PALISADES PARK,07650,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,46511ST
NJ/PIF001513/1,NJ,PIF001513,ACE DRIVE PRODS & SRVS INC,ACEDRIVEPRODSSRVS,100 NORTH AVE EAST,ELIZABETH,07201,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,100NAVEE
NJ/PIF001514/1,NJ,PIF001514,SHADE TREE GARAGE 2,SHADETREEGARAGE2,171 WASHINGTON STREET,MORRISTOWN,07960,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,171WASHINGTONST
NJ/PIF001516/1,NJ,PIF001516,LAFAYETTE SERVICE CTR LLC,LAFAYETTESERVICECTR,389 LAFAYETTE AVE,HAWTHORNE,07506,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,389LAFAYETTEAVE
NJ/PIF001519/1,NJ,PIF001519,AMWELL AUTO CLINIC,AMWELLAUTOCLINIC,1873 AMWELL ROAD,SOMERSET,08873,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1873AMWELLRD
NJ/PIF001520/1,NJ,PIF001520,ELLAHI BROTHERS INC,ELLAHIBROTHERS,56 SPRUCE ST,OAKLAND,07436,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,56SPRUCEST
NJ/PIF001521/1,NJ,PIF001521,URVEN INC,URVEN,184 GOFFLE RD,HAWTHORNE,07506,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,184GOFFLERD
NJ/PIF001522/1,NJ,PIF001522,VILLACORTA ENTERPRISES LLC,VILLACORTAENTERPRISES,101 BOUND BROOK RD,MIDDLESEX,08846,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,101BOUNDBROOKRD
NJ/PIF001526/1,NJ,PIF001526,JD AUTOMOTIVE & TRUCK INC,JDAUTOMOTIVETRUCK,2 BEATTY STREET,DOVER,07801,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2BEATTYST
NJ/PIF001528/1,NJ,PIF001528,ROMEL V AUTO CENTER LLC,ROMELVAUTOCENTER,458 FAIRLAWN PKWY,SADDLE BROOK,07663,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,458FAIRLAWNPKWY
NJ/PIF001529/1,NJ,PIF001529,THE INSPECTION SPOT,INSPECTIONSPOT,200 TRUMBULL ST,ELIZABETH,07206,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,200TRUMBULLST
