route_id,route_name,route_ref,sign_type,sign_num,routeid_state,nn,state_fips,state,county_fips,fclass,aadt,aadt_com,through_lanes,geom,source_id,run_id,ingested_at,observed_at,confidence,conf_trust,conf_fresh,conf_complete,conf_agree,flags,props
814,S 154,S 154,S,154,97700001540000001,1,18,IN,18153,4,2123,238,2,"MULTILINESTRING((-87.6549649999801 39.1105700005229,-87.6526090001625 39.1112279998742,-87.6492370003687 39.1123580001287,-87.6465240001758 39.1133830005984,-87.6456839999267 39.113619999698,-87.6449979996633 39.113745000202,-87.6441170003046 39.1138100001533,-87.6432750004057 39.1137840000406,-87.6423139997827 39.1136379997117,-87.6405870003271 39.1133149996567,-87.6397830000629 39.1132479995462,-87.6388239999881 39.1132640006499,-87.637943999556 39.1134000004751,-87.6360020000152 39.113622000087,-87.6350309993465 39.1138089999615,-87.6342679999886 39.1140050003447,-87.6334810003412 39.1144040000626,-87.6328749995455 39.1147160001284,-87.6307150004448 39.1166869997707,-87.6279660002669 39.119167000165))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 814, ""NN"": 1, ""AADT"": 2123, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S154"", ""CTFIPS"": 153, ""FCLASS"": 4, ""SIGNN1"": ""154"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""97700001540000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 238, ""ENDPOINT"": 1.65900004, ""FUT_AADT"": 2505, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 377595, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 58, ""BEGINPOINT"": 0, ""THROUGH_LA"": 2, ""Shape__Length"": 0.029505553284582542}"
815,S 154,S 154,S,154,97700001540000001,1,18,IN,18153,4,2123,238,2,"MULTILINESTRING((-87.6279660002669 39.119167000165,-87.6263719999823 39.1205859996067,-87.6261259999351 39.1207490003691,-87.6258970005045 39.1208810000174,-87.625576999939 39.1210450001864,-87.6252289997845 39.1211780000643,-87.6247720007483 39.1212879998155))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 815, ""NN"": 1, ""AADT"": 2123, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S154"", ""CTFIPS"": 153, ""FCLASS"": 4, ""SIGNN1"": ""154"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""97700001540000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 238, ""ENDPOINT"": 1.88900006, ""FUT_AADT"": 2505, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 377596, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 58, ""BEGINPOINT"": 1.65900004, ""THROUGH_LA"": 2, ""Shape__Length"": 0.003895703182846595}"
816,S 54,S 54,S,54,92800000540000001,1,18,IN,18055,4,6870,227,2,"MULTILINESTRING((-87.1853930002566 39.0632420005717,-87.185341000378 39.0598490002043,-87.1853229999364 39.0594030001402,-87.1853190006367 39.0583490006353,-87.185341000378 39.0574429997393,-87.185338000005 39.0562580001649,-87.185338000005 39.05378000037,-87.1852630005602 39.0532669997418,-87.1851580000799 39.0529560001997))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 816, ""NN"": 1, ""AADT"": 6870, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S54"", ""CTFIPS"": 55, ""FCLASS"": 4, ""SIGNN1"": ""54"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""92800000540000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 227, ""ENDPOINT"": 3.8210001, ""FUT_AADT"": 8107, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 377599, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 754, ""BEGINPOINT"": 3.11100006, ""THROUGH_LA"": 2, ""Shape__Length"": 0.010309740779486423}"
817,S 54,S 54,S,54,97700000540000001,1,18,IN,18153,4,4400,193,2,"MULTILINESTRING((-87.3436280000259 39.0755349995821,-87.3412930001248 39.0755239998665,-87.3372469997632 39.0754720006805,-87.3343100001626 39.0754179999832,-87.3332389999348 39.0754250002567,-87.3249370000477 39.075277000602,-87.3246380002969 39.07529200052,-87.3194250003464 39.0752249998393,-87.3128659998084 39.0751859995907,-87.3123460001247 39.0751780006457,-87.3111899995081 39.0751619999635,-87.3087800001622 39.0751590005325,-87.3047060002115 39.0751019994649,-87.2992060002058 39.0750990000314,-87.2970830000167 39.0750720002426,-87.2870930001337 39.0750210000709,-87.2848970001497 39.0750309998203,-87.2841079999542 39.0750099995778,-87.2836419997989 39.0749569999673,-87.2835149995773 39.0749359997027,-87.2833239997816 39.074904000317))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 817, ""NN"": 1, ""AADT"": 4400, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S54"", ""CTFIPS"": 153, ""FCLASS"": 4, ""SIGNN1"": ""54"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""97700000540000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 193, ""ENDPOINT"": 7.09899998, ""FUT_AADT"": 5192, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 377600, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 96, ""BEGINPOINT"": 3.85700011, ""THROUGH_LA"": 2, ""Shape__Length"": 0.06031568964008591}"
818,U 41,U 41,U,41,27700000410000001,1,18,IN,18153,3,11080,1696,4,"MULTILINESTRING((-87.4092869996128 39.0543130005496,-87.4092849999629 39.0543910003746,-87.4092219993154 39.0572829999809,-87.4091209999314 39.0629870005424,-87.4090840001215 39.0651409996273,-87.4090489999614 39.0674839995466,-87.40906400003 39.0679069996164,-87.4091100000608 39.0682350005669))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 818, ""NN"": 1, ""AADT"": 11080, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 153, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""27700000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 1696, ""ENDPOINT"": 11.95600033, ""FUT_AADT"": 13074, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377601, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 693, ""BEGINPOINT"": 10.99499989, ""THROUGH_LA"": 4, ""Shape__Length"": 0.013927660831022306}"
819,U 41,U 41,U,41,27700000410000001,1,18,IN,18153,3,7830,1709,4,"MULTILINESTRING((-87.4374839997754 38.9021930001465,-87.4363149996383 38.9051169997733,-87.4346450000841 38.9092879999485,-87.4316689992271 38.9168359997771,-87.4299419997714 38.9212320000337,-87.4295800002715 38.9219990000887,-87.4292000003299 38.922720999814,-87.4286289996943 38.9236339998696,-87.4186630001008 38.9371240000004,-87.4160279997256 38.9406160004499,-87.4099030004542 38.9489640005677,-87.4093669999787 38.9497859998233,-87.4088230000056 38.9508429998872,-87.4084720003763 38.9517989999048,-87.4082559995679 38.9525929996505,-87.4081499992627 38.9532369992441,-87.4079059997636 38.9553829998742))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 819, ""NN"": 1, ""AADT"": 7830, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 153, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""27700000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 1709, ""ENDPOINT"": 4.03100014, ""FUT_AADT"": 9239, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377602, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 461, ""BEGINPOINT"": 0, ""THROUGH_LA"": 4, ""Shape__Length"": 0.06154383254914069}"
820,U 41,U 41,U,41,24200000410000001,1,18,IN,18083,3,9657,2330,4,"MULTILINESTRING((-87.4393769998107 38.8419950002859,-87.4386019998589 38.8451520004498,-87.4376599995025 38.8488180003193,-87.4371149997044 38.8508800000332,-87.4366039993433 38.8530150003126,-87.4362230004751 38.8545960006133,-87.4356810001518 38.8566279997878,-87.4354719999144 38.8575180001171,-87.4348329995067 38.8600529999913,-87.4343190005691 38.861956000153,-87.4339360002545 38.8635710000026,-87.433362999969 38.8657059998042,-87.4331670001505 38.8664889999505,-87.4330870006828 38.8668509999168,-87.4330430003019 38.8672050000527,-87.4330030001189 38.8676479997568,-87.4329520000653 38.8682210002038,-87.4329649995858 38.8686839996728,-87.4330089999667 38.8692289999648,-87.4330670005914 38.8697109992245,-87.4331770001962 38.8702710000758,-87.433326999984 38.8707750001473,-87.4335350003965 38.8714440001341,-87.4339149994398 38.8723330002393))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 820, ""NN"": 1, ""AADT"": 9657, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 83, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""24200000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 2330, ""ENDPOINT"": 28.67399979, ""FUT_AADT"": 11395, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377603, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 300, ""BEGINPOINT"": 26.54299927, ""THROUGH_LA"": 4, ""Shape__Length"": 0.03127735150398179}"
821,U 41,U 41,U,41,24200000410000001,1,18,IN,18083,3,10098,2294,4,"MULTILINESTRING((-87.4441420000475 38.8232150003388,-87.4437589997329 38.8248109999047,-87.4433660002708 38.8263669997946,-87.4427779999168 38.8287930006,-87.4421460000801 38.8311490004406,-87.4419020005809 38.8321129996537,-87.4417119997118 38.8328770000673,-87.4409379995849 38.8359839998766,-87.4405149999856 38.8375449999715,-87.4395889995228 38.8411600005259,-87.4393769998107 38.8419950002859))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 821, ""NN"": 1, ""AADT"": 10098, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 83, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""24200000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 2294, ""ENDPOINT"": 26.54299927, ""FUT_AADT"": 11916, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377604, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 308, ""BEGINPOINT"": 25.22200012, ""THROUGH_LA"": 4, ""Shape__Length"": 0.01937584402766157}"
822,U 41,U 41,U,41,24200000410000001,1,18,IN,18083,3,8970,1853,4,"MULTILINESTRING((-87.454549999507 38.8034929998838,-87.454484000283 38.8035800001005,-87.4533810002682 38.8050389999436,-87.4511240001848 38.8080620000795,-87.4503619997535 38.8090560003782,-87.4494729999989 38.8102359997614,-87.4491290000423 38.8106920002001,-87.4482739997245 38.8118309994612,-87.4477239999036 38.8126159995537,-87.4472989997562 38.8133260000912,-87.4469740000662 38.8139350007192,-87.4465850008021 38.8147429995629,-87.4463420002295 38.8153350005207,-87.4460450001286 38.8160340003957,-87.4457940000584 38.8168100000138,-87.4455670002777 38.8175970001923,-87.4453470001697 38.8184849998949,-87.4451239996886 38.8194579998299,-87.4446960000664 38.8210680001052,-87.4444459998212 38.8220550000317,-87.4441420000475 38.8232150003388))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 822, ""NN"": 1, ""AADT"": 8970, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 83, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""24200000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 1853, ""ENDPOINT"": 25.22200012, ""FUT_AADT"": 10585, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377605, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 301, ""BEGINPOINT"": 23.73600006, ""THROUGH_LA"": 4, ""Shape__Length"": 0.022639554029475293}"
823,U 41,U 41,U,41,24200000410000001,1,18,IN,18083,3,8867,2001,4,"MULTILINESTRING((-87.4415530006015 38.8821100004243,-87.4418759997434 38.8830179999752,-87.4421809993419 38.8840369998007,-87.442432999237 38.8852650003618,-87.4425109999531 38.8861030002128,-87.4425360000674 38.8871529996984,-87.4425050001053 38.8879909996544,-87.4424249997394 38.8886899997965,-87.4423120006598 38.8893929995461,-87.4421970001337 38.8899480005061,-87.4420000004902 38.8906920000546,-87.4417030003893 38.8915539999438,-87.4415639995738 38.891878999894,-87.4404649997569 38.8947139996642,-87.4400830001655 38.8956610003454,-87.4393510007697 38.8975370003302,-87.4389039999826 38.8986159995469,-87.4374839997754 38.9021930001465))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 823, ""NN"": 1, ""AADT"": 8867, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 83, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""24200000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 2001, ""ENDPOINT"": 30.89800072, ""FUT_AADT"": 10463, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377606, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 283, ""BEGINPOINT"": 29.46899986, ""THROUGH_LA"": 4, ""Shape__Length"": 0.02112064507694903}"
824,U 41,U 41,U,41,24200000410000001,1,18,IN,18083,3,8788,1984,4,"MULTILINESTRING((-87.4373480002313 38.8764799993151,-87.4377499999141 38.8768820000433,-87.4381859999322 38.8773140005039,-87.4386219999503 38.8777610002945,-87.4391379994361 38.8783260001075,-87.4395990004668 38.8788969997509,-87.4401190001505 38.8795740003053,-87.4408210003074 38.880680000276,-87.4410830002482 38.8811660001591,-87.4413119996787 38.8816109995296,-87.4415530006015 38.8821100004243))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 824, ""NN"": 1, ""AADT"": 8788, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 83, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""24200000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 1984, ""ENDPOINT"": 29.46899986, ""FUT_AADT"": 23376, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377607, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 280, ""BEGINPOINT"": 29.0170002, ""THROUGH_LA"": 4, ""Shape__Length"": 0.007076120974695425}"
825,U 41,U 41,U,41,24200000410000001,1,18,IN,18083,3,8788,1984,4,"MULTILINESTRING((-87.4339149994398 38.8723330002393,-87.4339329998814 38.872364999666,-87.4343510003562 38.8731080000073,-87.4347570002371 38.8737149995104,-87.4355499997322 38.8746490000407,-87.4361300005886 38.8752640002488,-87.4365719995562 38.8756989995536,-87.4372839997588 38.8764159999565,-87.4373480002313 38.8764799993151))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 825, ""NN"": 1, ""AADT"": 8788, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 83, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""24200000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 1984, ""ENDPOINT"": 29.0170002, ""FUT_AADT"": 23376, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377608, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 280, ""BEGINPOINT"": 28.67399979, ""THROUGH_LA"": 4, ""Shape__Length"": 0.005411203775607055}"
826,U 41,U 41,U,41,27700000410000001,1,18,IN,18153,3,8318,1685,4,"MULTILINESTRING((-87.4068789999167 38.9644610000143,-87.4068699996958 38.9645429999538,-87.406170999912 38.9707670002001,-87.4060210001242 38.9719480003152,-87.4059950001849 38.9722580000056,-87.4052910003782 38.9787859993907,-87.4051940002938 38.9795559998058,-87.4050970002095 38.9801240001143,-87.4049010003909 38.9810530001957,-87.4047670004966 38.9816389998324,-87.4038589995771 38.9848780003572,-87.4029790000433 38.9879760002248,-87.4024300000473 38.9898299998612,-87.4017559994795 38.9922199993239,-87.4015880001483 38.9929509999727,-87.4015150003534 38.9933649998738,-87.4014530004291 38.9937310000157,-87.4014099998731 38.9941319994328,-87.4013670002154 38.9946770001254,-87.4013129997887 38.9963130005206,-87.4011860004654 39.0034729997161))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 826, ""NN"": 1, ""AADT"": 8318, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 153, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""27700000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 1685, ""ENDPOINT"": 7.375, ""FUT_AADT"": 9815, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377609, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 413, ""BEGINPOINT"": 4.65899992, ""THROUGH_LA"": 4, ""Shape__Length"": 0.039606819619818795}"
827,U 41,U 41,U,41,27700000410000001,1,18,IN,18153,3,7436,1627,4,"MULTILINESTRING((-87.4074919994868 38.9590070006407,-87.4073249999805 38.9604719993006,-87.4068789999167 38.9644610000143))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 827, ""NN"": 1, ""AADT"": 7436, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 153, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""27700000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 1627, ""ENDPOINT"": 4.65899992, ""FUT_AADT"": 8774, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377610, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 424, ""BEGINPOINT"": 4.28299999, ""THROUGH_LA"": 4, ""Shape__Length"": 0.005488342664292938}"
828,U 41,U 41,U,41,27700000410000001,1,18,IN,18153,3,7436,1627,4,"MULTILINESTRING((-87.4079059997636 38.9553829998742,-87.4074919994868 38.9590070006407))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 828, ""NN"": 1, ""AADT"": 7436, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 153, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""27700000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 1627, ""ENDPOINT"": 4.28299999, ""FUT_AADT"": 8774, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377611, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 424, ""BEGINPOINT"": 4.03100014, ""THROUGH_LA"": 4, ""Shape__Length"": 0.0036475714913795166}"
829,U 41,U 41,U,41,27700000410000001,1,18,IN,18153,3,10164,1802,4,"MULTILINESTRING((-87.4008840003416 39.0252320000014,-87.4009229998014 39.0255610003274,-87.4010039999922 39.0259660002404,-87.4010979997035 39.026356000083,-87.4012170004276 39.0267419997446,-87.4014419996601 39.0273020000877,-87.4016270005064 39.0276939995723,-87.4019139996632 39.0281429996222,-87.4021619993603 39.0285080005731,-87.4069960000925 39.0348209999188,-87.4083540003755 39.0365910001034,-87.4086550006744 39.0370640001785,-87.4088630001885 39.0374550000657,-87.4090879994211 39.0379260001942,-87.4091979999243 39.0382600000804,-87.4094140007327 39.0389939996896,-87.4094990002232 39.039465999876,-87.4095209999645 39.0398360001856,-87.4095100000938 39.0425080000523,-87.4094220002303 39.047070000212,-87.4092869996128 39.0543130005496))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 829, ""NN"": 1, ""AADT"": 10164, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 153, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""27700000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 1802, ""ENDPOINT"": 10.99499989, ""FUT_AADT"": 11994, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377612, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 447, ""BEGINPOINT"": 8.8760004, ""THROUGH_LA"": 4, ""Shape__Length"": 0.031714353338604805}"
830,U 41,U 41,U,41,27700000410000001,1,18,IN,18153,3,8837,1814,4,"MULTILINESTRING((-87.4011860004654 39.0034729997161,-87.4010390001523 39.0144219998222,-87.4009870002738 39.0163859996862,-87.4008490001815 39.0244209998491,-87.4008509998313 39.0248170001892,-87.4008840003416 39.0252320000014))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 830, ""NN"": 1, ""AADT"": 8837, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 153, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""27700000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 1814, ""ENDPOINT"": 8.875, ""FUT_AADT"": 10428, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377613, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 395, ""BEGINPOINT"": 7.375, ""THROUGH_LA"": 4, ""Shape__Length"": 0.021763175364607597}"
831,U 41,U 41,U,41,27700000410000001,1,18,IN,18153,3,10267,1787,4,"MULTILINESTRING((-87.424648999455 39.0942860001533,-87.424651999828 39.0943369996453,-87.4247430000646 39.0957860000645,-87.4249370002334 39.0995379997623,-87.425128999854 39.102938999865))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 831, ""NN"": 1, ""AADT"": 10267, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 153, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""27700000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 1787, ""ENDPOINT"": 14.56299973, ""FUT_AADT"": 12115, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377614, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 318, ""BEGINPOINT"": 13.9659996, ""THROUGH_LA"": 4, ""Shape__Length"": 0.008666369952959071}"
832,U 41,U 41,U,41,27700000410000001,1,18,IN,18153,3,14247,1819,4,"MULTILINESTRING((-87.3978050004508 39.1864289998448,-87.3947650000197 39.1889040002086,-87.3939500007832 39.1895690001019,-87.3935970006058 39.189876000165,-87.3932379996823 39.1902290002604,-87.3929259995128 39.1905230000635,-87.3926820000136 39.1907629999855,-87.3924560000578 39.1910170003446,-87.3922080003607 39.1913050002168,-87.3918960001912 39.1916980004227,-87.391564999755 39.1921319996784,-87.3913209993576 39.192452000188,-87.3910569997669 39.1928630001952,-87.3907739999097 39.193351000099,-87.3905439997559 39.1937800001327,-87.3903010000817 39.194294000262,-87.390106000088 39.1947500000058,-87.3899119999193 39.1953499997771,-87.3897910004438 39.1957280002952,-87.389661999674 39.1962469993789,-87.3895659994145 39.1968199998059,-87.3894420004643 39.1979729998028,-87.3894170003499 39.1983700004472,-87.3893570000755 39.2006169997723,-87.3893749996188 39.2015639998322,-87.3892850001055 39.2055299998947,-87.3892519995952 39.208266999714))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 832, ""NN"": 1, ""AADT"": 14247, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U41"", ""CTFIPS"": 153, ""FCLASS"": 3, ""SIGNN1"": ""41"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""27700000410000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 1819, ""ENDPOINT"": 22.36000061, ""FUT_AADT"": 16811, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 377615, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 498, ""BEGINPOINT"": 20.70899963, ""THROUGH_LA"": 4, ""Shape__Length"": 0.025088049284832284}"
