edge_id,route_id,source,target,geom,length_m,kind,route_name,route_ref,sign_type,sign_num,state,fclass,aadt,aadt_com,through_lanes
523,325507,170329,170333,"LINESTRING(-97.5521629996189 44.4825549998,-97.5521569997711 44.4840040000038)",161.0160456698363,truck_route,S 25,S 25,S,25,SD,4,1175,266,2
524,325514,170313,170319,"LINESTRING(-97.5521810000606 44.4782069999925,-97.5521749993145 44.4796559998652)",161.01588611120758,truck_route,S 25,S 25,S,25,SD,4,1175,266,2
525,325527,170290,170283,"LINESTRING(-97.552209000548 44.495584999577,-97.5522199995203 44.4970330001136)",160.90700013204986,truck_route,S 25,S 25,S,25,SD,4,1175,266,2
526,325553,170405,170406,"LINESTRING(-97.5520010001355 44.534669000248,-97.5519890004399 44.5361159998348)",160.79732807626098,truck_route,S 25,S 25,S,25,SD,4,1175,266,2
527,325565,170126,170130,"LINESTRING(-97.5529250000502 44.5519969994902,-97.5529219996772 44.5534459996766)",161.01747859699213,truck_route,S 25,S 25,S,25,SD,4,1175,266,2
528,325566,170120,170123,"LINESTRING(-97.5529310007963 44.5490999996844,-97.5529280004233 44.5505490002988)",161.01744416389283,truck_route,S 25,S 25,S,25,SD,4,1175,266,2
529,325570,170139,170140,"LINESTRING(-97.5529130003547 44.5577919996638,-97.5529110007049 44.558504000159,-97.5529130003547 44.5592410002169)",161.01782051305645,truck_route,S 25,S 25,S,25,SD,4,1175,266,2
530,325572,170134,170132,"LINESTRING(-97.5529179994792 44.562138999316,-97.5529200000274 44.5635870000583)",160.90660623650578,truck_route,S 25,S 25,S,25,SD,4,1175,266,2
531,325577,160583,160623,"LINESTRING(-97.911665999631 44.6313580000891,-97.9096370000516 44.6313529996519)",161.0036790375929,truck_route,S 28,S 28,S,28,SD,4,338,65,2
532,325582,156227,156348,"LINESTRING(-98.0393269995038 44.6318720001594,-98.0383840002208 44.6318700005137,-98.0383039998549 44.6318700005137,-98.0372340003503 44.6318680002287)",166.08029071577,truck_route,S 28,S 28,S,28,SD,4,338,65,2
533,325603,158306,158585,"LINESTRING(-97.9845829995396 44.6317679999528,-97.9825549997851 44.6317550003134)",160.9287451164721,truck_route,S 28,S 28,S,28,SD,4,338,65,2
534,325604,158160,158198,"LINESTRING(-97.9886419994217 44.631782000053,-97.9875750002901 44.6317859999896,-97.9866120000173 44.6317799997649)",161.08494886637303,truck_route,S 28,S 28,S,28,SD,4,338,65,2
535,325615,159198,159256,"LINESTRING(-97.9602459999657 44.6315479997624,-97.9582179993129 44.6315410003238)",160.92481199316802,truck_route,S 28,S 28,S,28,SD,4,338,65,2
536,325616,158959,159038,"LINESTRING(-97.968358999707 44.6315839993276,-97.9676049996716 44.6315729999423,-97.9663309999525 44.6315679995236)",160.93679226693337,truck_route,S 28,S 28,S,28,SD,4,338,65,2
537,325623,159433,159484,"LINESTRING(-97.9521329993262 44.6315150003011,-97.9501049995717 44.6315059999218)",160.92606299069786,truck_route,S 28,S 28,S,28,SD,4,338,65,2
538,325629,159576,159624,"LINESTRING(-97.9460479993395 44.6314879997982,-97.944019999585 44.6314790000539)",160.92613716500085,truck_route,S 28,S 28,S,28,SD,4,338,65,2
539,325633,159811,159868,"LINESTRING(-97.9399770004947 44.6314600000919,-97.9379569993395 44.631449999874)",160.29226634007307,truck_route,S 28,S 28,S,28,SD,4,338,65,2
540,325636,159868,160068,"LINESTRING(-97.9379569993395 44.631449999874,-97.937327000051 44.6314469997443,-97.9359310001332 44.631441999954)",160.76689404375645,truck_route,S 28,S 28,S,28,SD,4,338,65,2
541,325640,160425,160469,"LINESTRING(-97.9197449999354 44.6313830003508,-97.9177450006683 44.631373999951)",158.70461134337398,truck_route,S 28,S 28,S,28,SD,4,338,65,2
542,325657,160784,160823,"LINESTRING(-97.9015190002875 44.6313319999845,-97.8994899998098 44.6313270001843)",161.00382195250472,truck_route,S 28,S 28,S,28,SD,4,338,65,2
543,325683,162416,162469,"LINESTRING(-97.8386140000032 44.6311559998552,-97.8365849995255 44.6311500002046)",161.0047316647745,truck_route,S 28,S 28,S,28,SD,4,338,65,2
544,325684,162333,162378,"LINESTRING(-97.8426720000603 44.6311490003693,-97.8406429995826 44.631159999835)",161.007986841056,truck_route,S 28,S 28,S,28,SD,4,338,65,2
545,325687,162506,162543,"LINESTRING(-97.834555999946 44.6311700001029,-97.8325270003666 44.6311910004683)",161.0201156270148,truck_route,S 28,S 28,S,28,SD,4,338,65,2
546,325696,162894,162928,"LINESTRING(-97.816295999963 44.6312209999724,-97.8162230001681 44.6312219998064,-97.814716999747 44.6312059999026,-97.8142680002085 44.6312070003762)",160.93824285225008,truck_route,S 28,S 28,S,28,SD,4,338,65,2
547,325700,162973,163008,"LINESTRING(-97.8122389997307 44.6312080002105,-97.8102100001513 44.6312090000447)",161.00316487954782,truck_route,S 28,S 28,S,28,SD,4,338,65,2
548,325705,163485,163537,"LINESTRING(-97.7899209996905 44.6311629999795,-97.789019999342 44.631159999835,-97.7878920001111 44.631159999835)",161.00403610382838,truck_route,S 28,S 28,S,28,SD,4,338,65,2
549,325708,163432,163485,"LINESTRING(-97.7919500001683 44.631169000268,-97.7899209996905 44.6311629999795)",161.00469602579233,truck_route,S 28,S 28,S,28,SD,4,338,65,2
550,325710,163579,163631,"LINESTRING(-97.7858629996334 44.631159999835,-97.7842299998891 44.631159999835,-97.783834000054 44.6311609996701)",161.00345678735977,truck_route,S 28,S 28,S,28,SD,4,338,65,2
551,325711,163537,163579,"LINESTRING(-97.7878920001111 44.631159999835,-97.7858629996334 44.631159999835)",161.00333191382063,truck_route,S 28,S 28,S,28,SD,4,338,65,2
552,325726,164291,164343,"LINESTRING(-97.7554300002021 44.6311399999332,-97.7553709997526 44.6311399999332,-97.7534009997244 44.6311549993808)",161.01225313542574,truck_route,S 28,S 28,S,28,SD,4,338,65,2
553,325758,165963,166010,"LINESTRING(-97.700577000458 44.6310469998199,-97.6985519992799 44.6310419999951)",160.68726249957314,truck_route,S 28,S 28,S,28,SD,4,634,95,2
554,325761,166058,166122,"LINESTRING(-97.6965269998985 44.6310379993679,-97.6950310004215 44.631034000019,-97.6945009997938 44.6310260000418)",160.77582254488266,truck_route,S 28,S 28,S,28,SD,4,634,95,2
555,325776,167016,167075,"LINESTRING(-97.6641229997158 44.6309580001905,-97.6631700003871 44.6309599998676,-97.6620980003343 44.6309580001905)",160.68701202969797,truck_route,S 28,S 28,S,28,SD,4,634,95,2
556,325786,167710,167772,"LINESTRING(-97.6418280001401 44.63090700009,-97.6397839995938 44.630901999614)",162.19526666099256,truck_route,S 28,S 28,S,28,SD,4,634,95,2
557,325792,167815,167888,"LINESTRING(-97.638823999694 44.6309000005741,-97.6377960000222 44.63090700009)",81.5769277568253,truck_route,S 28,S 28,S,28,SD,4,634,95,2
558,325797,168040,168062,"LINESTRING(-97.6307209999986 44.6308849997821,-97.6297090002203 44.6308780002636)",80.30740267159734,truck_route,S 28,S 28,S,28,SD,4,634,95,2
559,325800,168108,168220,"LINESTRING(-97.6276829992173 44.6308659996258,-97.6256530007113 44.6308580002646)",161.08580349572551,truck_route,S 28,S 28,S,28,SD,4,634,95,2
560,325803,168294,168331,"LINESTRING(-97.6236220005837 44.6308489997834,-97.6215910004562 44.6308400005793)",161.1659819644436,truck_route,S 28,S 28,S,28,SD,4,634,95,2
561,325815,169001,169066,"LINESTRING(-97.5992709998678 44.6307040003614,-97.5976830003294 44.6306770001203,-97.5972430001133 44.6306770001203)",160.96094446764795,truck_route,S 28,S 28,S,28,SD,4,634,95,2
562,325819,169272,169313,"LINESTRING(-97.5871019997193 44.630636999977,-97.5850729992416 44.6306279994615)",161.0078968353044,truck_route,S 28,S 28,S,28,SD,4,634,95,2
563,325822,170102,170099,"LINESTRING(-97.5529569998373 44.5795240003228,-97.5529619998602 44.580973000244)",161.01854158946182,truck_route,S 25,S 25,S,25,SD,4,1175,266,2
564,325824,170124,170122,"LINESTRING(-97.5529280004233 44.5679340000072,-97.5529300000731 44.5693830001183)",161.01782326080544,truck_route,S 25,S 25,S,25,SD,4,1175,266,2
565,325841,170058,170207,"LINESTRING(-97.5530849998838 44.5873609996724,-97.5524959997048 44.5873620002617)",46.773055646084494,truck_route,S 28,S 28,S,28,SD,4,630,91,2
566,325845,170051,170048,"LINESTRING(-97.5531030003255 44.5956330002292,-97.553122000592 44.5948950002536,-97.553115000021 44.5941839998144)",161.034351952766,truck_route,S 28,S 28,S,28,SD,4,944,72,2
567,325846,170062,170051,"LINESTRING(-97.5530680001654 44.597081000552,-97.553071999465 44.5967770000381,-97.5531030003255 44.5956330002292)",160.9327480433086,truck_route,S 28,S 28,S,28,SD,4,944,72,2
568,325847,170073,170076,"LINESTRING(-97.553002999868 44.6144640000177,-97.5529979998452 44.6135659999304,-97.5529989996701 44.6130150004935)",161.01979658284327,truck_route,S 28,S 28,S,28,SD,4,944,72,2
569,325848,170082,170081,"LINESTRING(-97.5529890005227 44.6057720002555,-97.5529890005227 44.6043239997048)",160.9076998956804,truck_route,S 28,S 28,S,28,SD,4,944,72,2
570,325857,170075,170085,"LINESTRING(-97.5530010002182 44.6115670001601,-97.5530020000431 44.6111400003634,-97.5529860001496 44.610117999979)",161.02611468003218,truck_route,S 28,S 28,S,28,SD,4,944,72,2
571,325859,170074,170071,"LINESTRING(-97.5530020000431 44.6188099996584,-97.5530020000431 44.6187030001968,-97.5530079998909 44.6173610005131)",161.01979719174105,truck_route,S 28,S 28,S,28,SD,4,944,72,2
572,325863,170089,170083,"LINESTRING(-97.5529760001039 44.6217080000836,-97.5529890005227 44.6202589997293)",161.02255894957193,truck_route,S 28,S 28,S,28,SD,4,944,72,2
573,325871,170740,170780,"LINESTRING(-97.5484359999979 44.5873670000093,-97.546491999909 44.5873700004974,-97.5464059996952 44.5873700004974)",161.20410961672272,truck_route,S 28,S 28,S,28,SD,4,630,91,2
574,325875,170963,171249,"LINESTRING(-97.5362570007019 44.5874319998874,-97.5342270003993 44.5874139995347)",161.2160085739754,truck_route,S 28,S 28,S,28,SD,4,630,91,2
575,325877,171338,171383,"LINESTRING(-97.530166999794 44.5873809999399,-97.5292029996963 44.5873739996551,-97.5281370003897 44.5873679999587)",161.21024064145377,truck_route,S 28,S 28,S,28,SD,4,630,91,2
576,325888,169443,169486,"LINESTRING(-97.5830449994871 44.6306190002231,-97.5810169997326 44.6306109995494)",160.9278853795743,truck_route,S 28,S 28,S,28,SD,4,634,95,2
577,325899,170017,170094,"LINESTRING(-97.5546119993229 44.6306770001203,-97.5529660000581 44.6306770001203)",130.61286422062207,truck_route,S 28,S 28,S,28,SD,4,634,95,2
578,325906,170112,170115,"LINESTRING(-97.5529419997687 44.6364690002663,-97.5529359999209 44.6379019993716)",159.24228973530342,truck_route,S 25,S 25,S,25,SD,4,923,66,2
579,325912,170069,170065,"LINESTRING(-97.5530119991905 44.6495040004548,-97.5530179999367 44.6497570002817,-97.5530480000739 44.6509519997868)",160.9341938288331,truck_route,S 25,S 25,S,25,SD,4,923,66,2
580,325916,170065,170059,"LINESTRING(-97.5530480000739 44.6509519997868,-97.5530509995486 44.6510729997939,-97.553079000036 44.6524010001414)",161.03894062089333,truck_route,S 25,S 25,S,25,SD,4,923,66,2
581,325922,170117,170125,"LINESTRING(-97.552935000096 44.6784329995895,-97.5529270005984 44.6798660005869,-97.5529270005984 44.6798830001181)",161.13330822701948,truck_route,S 25,S 25,S,25,SD,4,902,69,2
582,325924,170067,170077,"LINESTRING(-97.5530260003326 44.6654719999273,-97.5529929998223 44.6669399995676)",163.1528248003436,truck_route,S 25,S 25,S,25,SD,4,923,66,2
583,325926,170088,170090,"LINESTRING(-97.5529769999288 44.6683649999017,-97.5529700002561 44.6697739995734)",156.57651025855336,truck_route,S 25,S 25,S,25,SD,4,923,66,2
584,325929,170101,170104,"LINESTRING(-97.5529579996622 44.6726369996893,-97.5529560000124 44.6730129998921,-97.5529539994642 44.6740850001396)",160.91002791452877,truck_route,S 25,S 25,S,25,SD,4,923,66,2
585,325936,170125,170131,"LINESTRING(-97.5529270005984 44.6798830001181,-97.5529219996772 44.6813319998808)",161.02136374184775,truck_route,S 25,S 25,S,25,SD,4,902,69,2
586,325947,170154,170150,"LINESTRING(-97.552863000126 44.7030740006284,-97.5528639999509 44.7031900003971,-97.5528769994714 44.7042949998885,-97.5528799998444 44.7045219995329)",160.9159967957336,truck_route,S 25,S 25,S,25,SD,4,902,69,2
587,325951,170156,170154,"LINESTRING(-97.552855999555 44.7016250000878,-97.5528569993799 44.7019030002789,-97.552863000126 44.7030740006284)",161.02254828544693,truck_route,S 25,S 25,S,25,SD,4,902,69,2
588,325957,170166,170168,"LINESTRING(-97.5527910001559 44.7103129996704,-97.5527340002545 44.7117610000812)",160.97406418080038,truck_route,S 25,S 25,S,25,SD,4,902,69,2
589,325962,170191,170196,"LINESTRING(-97.5525790004438 44.7161029997778,-97.5525750002459 44.7162199992547,-97.5525600001773 44.7175349998821,-97.5525600001773 44.7175509995868)",160.91947593984796,truck_route,S 25,S 25,S,25,SD,4,902,69,2
590,325964,170202,170204,"LINESTRING(-97.5525180003445 44.7218949992604,-97.5525109997734 44.7225530001852,-97.5525069995755 44.7233429996503)",160.91368387314506,truck_route,S 25,S 25,S,25,SD,4,902,69,2
591,325967,170205,170211,"LINESTRING(-97.5524990000779 44.7247910001786,-97.552490999682 44.7262390002042)",160.91229809138386,truck_route,S 25,S 25,S,25,SD,4,902,69,2
592,325978,170241,170238,"LINESTRING(-97.5524299995826 44.74071899966,-97.5524370001536 44.7421669997204)",160.9124595973782,truck_route,S 25,S 25,S,25,SD,4,902,69,2
593,325980,170230,170224,"LINESTRING(-97.5524600006182 44.7479600000588,-97.5524640008161 44.749410000638)",161.1343320451534,truck_route,S 25,S 25,S,25,SD,4,902,69,2
594,325993,170221,170231,"LINESTRING(-97.5524720003137 44.7639059998636,-97.5524600006182 44.7653550001958)",161.0261202053161,truck_route,S 25,S 25,S,25,SD,4,902,69,2
595,326012,169994,169986,"LINESTRING(-97.5555200002424 44.8098559997203,-97.5555960004104 44.809983999336,-97.5557540005941 44.8102839997915,-97.5559250002984 44.8106630004134,-97.5560690002384 44.8110039997441,-97.5561519991808 44.8112319998203)",161.0275518234553,truck_route,S 25,S 25,S,25,SD,4,902,69,2
596,326028,169974,169979,"LINESTRING(-97.5565129997541 44.8155530000137,-97.5564620005988 44.8165969996084,-97.5564319995632 44.8170009999922)",161.04639265108884,truck_route,S 25,S 25,S,25,SD,4,902,69,2
597,326034,165082,170268,"LINESTRING(-97.7248029997038 44.8772679996512,-97.7218109998516 44.8771349996288,-97.7207899998525 44.877090999568,-97.720236000732 44.8770670003887,-97.7192490001697 44.8770319994193,-97.7176120002275 44.8769900006468,-97.7154399996346 44.876957999773,-97.71362999944 44.8769619999628,-97.7114689996161 44.8769830003179,-97.7092570006369 44.876999999842,-97.7050949999244 44.8770379996961,-97.7030239996138 44.8770579999778,-97.6980170004259 44.8771050001986,-97.6949889996904 44.8771129999209,-97.6906410001034 44.8770840005246,-97.6890429996209 44.8770640002519,-97.6815060005381 44.876985000412,-97.6769539998383 44.8769219999623,-97.6748199997785 44.8768999995364,-97.6669239997723 44.8767789999082,-97.6649679999878 44.8767690000381,-97.6611760000694 44.8767799999588,-97.6562619998696 44.8768209994713,-97.6542700001002 44.8768289998696,-97.6492110001354 44.8767900004636,-97.6457110002951 44.8767520004457,-97.6439189996438 44.8767500003436,-97.6429460002236 44.8767320000577,-97.6368250002519 44.8766909998452,-97.6354960002812 44.8766780004393,-97.6338879997529 44.8766599994944,-97.6288890000626 44.8765620006164,-97.6277439993166 44.8765420001623,-97.6207269999176 44.8764559998493,-97.6160209992319 44.876410999849,-97.6137089997953 44.8764089997349,-97.6105910004447 44.8764519996244,-97.6076799998851 44.8765030005618,-97.6020040001523 44.8766010001769,-97.5986020002212 44.8766879996888,-97.5968969996086 44.876713000351,-97.5951509998864 44.8767520004457,-97.5930099992557 44.8767599995805,-97.5906240001992 44.8767700000888,-97.5738940000283 44.8767140004028,-97.572806999907 44.8767100001957,-97.5673620001528 44.8766799992709,-97.5579059992989 44.8766319999229,-97.5522809996197 44.8766190005037)",13634.314870437875,truck_route,U 212,U 212,U,212,SD,3,2243,377,2
598,326036,171209,171206,"LINESTRING(-97.5346409997777 44.8911199996786,-97.5346429994276 44.8913699997418,-97.5346440001508 44.8925660003233)",160.69403811754538,truck_route,S 25,S 25,S,25,SD,4,448,49,2
599,326039,170184,170187,"LINESTRING(-97.5525910001394 44.8426260002904,-97.5525860001165 44.8440759998601)",161.13707561766938,truck_route,S 25,S 25,S,25,SD,4,902,69,2
600,326048,170217,170203,"LINESTRING(-97.5524789999864 44.835380999696,-97.5525159997963 44.8368299999474)",161.0519078125722,truck_route,S 25,S 25,S,25,SD,4,902,69,2
601,326053,170187,170189,"LINESTRING(-97.5525860001165 44.8440759998601,-97.5525810000937 44.8455249999188)",161.0260425929584,truck_route,S 25,S 25,S,25,SD,4,902,69,2
602,326064,170173,170179,"LINESTRING(-97.5526730001552 44.8600149997884,-97.5526190006268 44.8614630003449)",160.97152560351913,truck_route,S 25,S 25,S,25,SD,4,902,69,2
603,326072,170267,170268,"LINESTRING(-97.5522949998634 44.8759529999373,-97.5522809996197 44.8766190005037)",74.02048357087511,truck_route,S 25,S 25,S,25,SD,4,902,69,2
604,326079,171216,171217,"LINESTRING(-97.5346229993361 44.8867800007072,-97.5346200007597 44.8872460005814,-97.5346160005617 44.8877219997405,-97.5346170003866 44.8878320001891,-97.5346200007597 44.8882259997231)",160.69564444631038,truck_route,S 25,S 25,S,25,SD,4,448,49,2
605,326082,171217,171212,"LINESTRING(-97.5346200007597 44.8882259997231,-97.534630999732 44.8896729997644)",160.8068938866045,truck_route,S 25,S 25,S,25,SD,4,448,49,2
606,326093,171195,171200,"LINESTRING(-97.5346659998921 44.9026920001423,-97.5346619996941 44.9041389995262)",160.8051926745267,truck_route,S 25,S 25,S,25,SD,4,448,49,2
607,326105,171158,171164,"LINESTRING(-97.5347289996413 44.9229440000485,-97.5347239996184 44.9243910003497)",160.80604146511203,truck_route,S 25,S 25,S,25,SD,4,448,49,2
608,326110,171175,171177,"LINESTRING(-97.5347150002959 44.9272840005616,-97.5347119999228 44.9285619997892,-97.5347110000979 44.9287299998811)",160.69480452825388,truck_route,S 25,S 25,S,25,SD,4,448,49,2
609,326114,171176,171171,"LINESTRING(-97.534714000471 44.9345170003932,-97.5347150002959 44.9347629999971,-97.5347189995955 44.9359630001267)",160.69517812925812,truck_route,S 25,S 25,S,25,SD,4,448,49,2
610,326116,171165,171159,"LINESTRING(-97.5347239996184 44.9374099999634,-97.5347279998164 44.9388559999753)",160.6951134359718,truck_route,S 25,S 25,S,25,SD,4,448,49,2
611,326120,171149,171151,"LINESTRING(-97.5347340005625 44.9417490003139,-97.5347340005625 44.9426140007243,-97.5347329998392 44.9431960005846)",160.80613350399295,truck_route,S 25,S 25,S,25,SD,4,448,49,2
612,326123,171172,171180,"LINESTRING(-97.5347189995955 44.9533219997582,-97.5347180006689 44.9534950004624,-97.5347079997249 44.954767999502)",160.69758581059614,truck_route,S 25,S 25,S,25,SD,4,448,49,2
613,326129,171129,171141,"LINESTRING(-97.5347730000222 44.9895179997523,-97.5347710003724 44.9900350000709,-97.5347470000829 44.9909670000318)",161.04720785047093,truck_route,S 25,S 25,S,25,SD,4,448,49,2
614,326132,171173,171160,"LINESTRING(-97.5347189995955 44.9605550004887,-97.5347279998164 44.9620009997623)",160.69694421972764,truck_route,S 25,S 25,S,25,SD,4,448,49,2
615,326134,171168,171131,"LINESTRING(-97.5347229997935 44.9634479999074,-97.5347219999686 44.9636209999574,-97.534750000456 44.9644280003519,-97.5347599996034 44.964705000115,-97.5347679999993 44.9648960002097)",160.9646891003175,truck_route,S 25,S 25,S,25,SD,4,448,49,2
616,326142,171127,171128,"LINESTRING(-97.5347740007454 44.9779300006368,-97.5347760003953 44.9782910002444,-97.5347740007454 44.9793789996359)",161.02964273474444,truck_route,S 25,S 25,S,25,SD,4,448,49,2
617,326176,171237,171242,"LINESTRING(-97.5345110000814 45.0271769999571,-97.534494000363 45.0282590004645,-97.5344980005609 45.0286250002539)",160.92832098352608,truck_route,S 25,S 25,S,25,SD,4,448,49,2
618,326183,171059,170978,"LINESTRING(-97.5350539993313 45.0372809998065,-97.5351429999181 45.0375390000254,-97.5355470001491 45.0386980004018)",162.19540941254047,truck_route,S 25,S 25,S,25,SD,4,448,49,2
619,326185,170932,170927,"LINESTRING(-97.537664999417 45.0472270000959,-97.5378490004383 45.04866900008)",160.90764863721,truck_route,S 25,S 25,S,25,SD,4,448,49,2
620,326188,170969,170957,"LINESTRING(-97.5360400000686 45.0400919996522,-97.5365359994628 45.0414969999762)",160.95766618113086,truck_route,S 25,S 25,S,25,SD,4,448,49,2
621,326198,171119,171118,"LINESTRING(-97.5348399999694 45.0599150002945,-97.5348440001673 45.0606779993832,-97.5348440001673 45.0608080002012,-97.5348430003424 45.061363999622)",161.0322233966009,truck_route,S 25,S 25,S,25,SD,4,448,49,2
622,326231,143853,143854,"LINESTRING(-98.5137079998451 45.1087080003032,-98.5137300004847 45.1147160004091,-98.5137320001346 45.1181359997463,-98.513716000241 45.1200120003531,-98.5137039996471 45.1232340002267,-98.5136900003018 45.1268190003655,-98.5136900003018 45.1291949999383,-98.5136889995785 45.1377170000034,-98.5136879997536 45.1436279997622,-98.5136950003247 45.1486210000814,-98.5136969999745 45.1506779995384,-98.5136940004997 45.1510509998774,-98.5137070000202 45.1526879994398)",4887.700530616283,truck_route,U 281,U 281,U,281,SD,3,2149,342,2
623,326232,143244,143275,"LINESTRING(-98.5343159992498 45.1584709999815,-98.5342259997364 45.1584700004045,-98.5322630002793 45.1584550004122)",161.4355355022096,truck_route,S 20,S 20,S,20,SD,4,960,112,2
624,326246,142892,142977,"LINESTRING(-98.5445810003908 45.158597999967,-98.5444850001313 45.1585969997587,-98.5425279996236 45.1585730004561)",161.44938810586163,truck_route,S 20,S 20,S,20,SD,4,960,112,2
625,326250,143759,143802,"LINESTRING(-98.517892000299 45.1583160000845,-98.5158390004301 45.1582869995952)",161.45835888348518,truck_route,S 20,S 20,S,20,SD,4,960,112,2
626,326254,143338,143375,"LINESTRING(-98.5281569996433 45.1584249997823,-98.5267709997712 45.1584139999908,-98.5261039997744 45.1584069997769)",161.4384889005603,truck_route,S 20,S 20,S,20,SD,4,960,112,2
627,326266,144349,144403,"LINESTRING(-98.4854370000627 45.1579569996929,-98.4845679995012 45.1579470000308,-98.4833920005897 45.1579339997072)",160.8184460780938,truck_route,S 20,S 20,S,20,SD,4,940,55,2
628,326267,144204,144234,"LINESTRING(-98.4936109999033 45.1580460001562,-98.4932109998702 45.1580419999177,-98.4915739999279 45.1580240004247)",160.18755631088624,truck_route,S 20,S 20,S,20,SD,4,940,55,2
629,326272,144234,144274,"LINESTRING(-98.4915739999279 45.1580240004247,-98.489529000455 45.1580020000513)",160.8165205280056,truck_route,S 20,S 20,S,20,SD,4,940,55,2
630,326278,144669,144734,"LINESTRING(-98.4731629994338 45.1578199998612,-98.4727390000096 45.1578149993849,-98.4711179999609 45.1577959995979)",160.82062988153984,truck_route,S 20,S 20,S,20,SD,4,940,55,2
631,326283,144887,144925,"LINESTRING(-98.4649810000956 45.1577249996042,-98.4629350007978 45.1577009999343)",160.89950141955785,truck_route,S 20,S 20,S,20,SD,4,940,55,2
632,326293,145369,145454,"LINESTRING(-98.4404339995611 45.1574110001149,-98.438387999365 45.1573859994497)",160.9023394205297,truck_route,S 20,S 20,S,20,SD,4,940,55,2
633,326298,146928,146952,"LINESTRING(-98.3708659998801 45.1564970000361,-98.3703720001357 45.1564899995867,-98.3688200005822 45.1564690001336)",160.91095768147457,truck_route,S 20,S 20,S,20,SD,4,940,55,2
634,326303,145516,145549,"LINESTRING(-98.4342969996959 45.1573359999869,-98.4322520002229 45.1573109999223)",160.8238733934405,truck_route,S 20,S 20,S,20,SD,4,940,55,2
635,326307,145745,145785,"LINESTRING(-98.4220239997902 45.1571739998043,-98.4214340006847 45.1571660004716,-98.4199779995941 45.1571500005358)",160.90134063679295,truck_route,S 20,S 20,S,20,SD,4,940,55,2
636,326324,146586,146650,"LINESTRING(-98.3892859996967 45.156746999959,-98.3872389996757 45.1567200004205)",160.98680372906887,truck_route,S 20,S 20,S,20,SD,4,940,55,2
637,326327,146689,146730,"LINESTRING(-98.3851930003778 45.1566919999941,-98.3831460003567 45.1566640001873)",160.9890702879141,truck_route,S 20,S 20,S,20,SD,4,940,55,2
638,326332,147420,147456,"LINESTRING(-98.3381190004641 45.1561890003512,-98.336072000443 45.1561830001146)",160.96176035171496,truck_route,S 20,S 20,S,20,SD,4,514,50,2
639,326338,147099,147124,"LINESTRING(-98.3585870001267 45.1563339997542,-98.3565400001056 45.15630700002)",160.98796662648806,truck_route,S 20,S 20,S,20,SD,4,514,50,2
640,326364,143913,143914,"LINESTRING(-98.5105109999535 45.4801439999182,-98.5105109999535 45.4801599996072,-98.5105109999535 45.4801940006635,-98.5105000000829 45.481268999656,-98.5105050001057 45.4828050002952,-98.5105059999306 45.4828930000411)",305.530993503679,truck_route,U 281,U 281,U,281,SD,3,7110,370,4
641,326371,143792,143911,"LINESTRING(-98.5159540000578 45.4638169998016,-98.5159389999892 45.4642059996239,-98.5159659997534 45.4645110000286,-98.5160109999592 45.4651760004056,-98.5160260000279 45.465447000119,-98.5160510001422 45.4658210005294,-98.5160679998607 45.466166000101,-98.5160809993811 45.4665869996249,-98.5160860003023 45.4671119998755,-98.5160799995562 45.4679200002969,-98.5160799995562 45.4683099999534,-98.5160740006067 45.4690829996187,-98.5160660002108 45.4703410001921,-98.5160629998378 45.4706720000989,-98.5160599994647 45.4711000001096,-98.51605699999 45.4722629999623,-98.5160510001422 45.4734129997918,-98.5160449993961 45.474019000065,-98.5160400002715 45.4750599999792,-98.5160409991981 45.4762199997725,-98.5160380006217 45.4764180001024,-98.5160289995026 45.4765490004949,-98.5160119997841 45.4766799999531,-98.51598500002 45.4768100000904,-98.5159499998599 45.4769390002839,-98.515904999654 45.4770669999106,-98.5158519999506 45.4771929993379,-98.5157900000263 45.4773169998389,-98.5157199997061 45.4774379999023,-98.5156410000634 45.4775580000729,-98.5155540000247 45.4776740002048,-98.5154589995902 45.4777869999517,-98.5153570003812 45.4778969999615,-98.5152469998781 45.4780029999968,-98.5151289998773 45.4781050000801,-98.5150050000288 45.4782040004847,-98.5148680006597 45.4783010002161,-98.5147229999965 45.4783929998005,-98.5145730002086 45.4784799992626,-98.5144159998498 45.47856099964,-98.5142529996432 45.4786359996991,-98.514085000312 45.4787060003361,-98.5139120000596 45.478769000457,-98.5137350005076 45.4788270005661,-98.5135539998593 45.4788769999606,-98.5133699997363 45.4789210003989,-98.5131820003137 45.4789590000053,-98.5129920003429 45.4789889995771,-98.5128000007222 45.4790129996009,-98.5126070003784 45.4790299998478,-98.5124120003847 45.4790400003241,-98.5119360001837 45.4790520000115,-98.5108569995599 45.4790719996948,-98.5105260000221 45.4790760000085)",1995.9370359805152,truck_route,19TH ST,S 281,S,281,SD,3,4914,437,4
642,326377,143814,143820,"LINESTRING(-98.5154550002905 45.4594799999674,-98.5152309999846 45.4594820005047)",17.521394048225527,truck_route,6-AV,U 12,U,12,SD,3,8858,390,4
643,326381,144203,144250,"LINESTRING(-98.4937670004372 45.4590630001404,-98.4923400005572 45.4590599996273,-98.4909000002585 45.4590599996273)",224.2420147619907,truck_route,6-AV,U 12,U,12,SD,3,13975,475,4
644,326386,145091,145165,"LINESTRING(-98.4540320001378 45.4591799998637,-98.4528620001758 45.4591739994799,-98.4515270003573 45.4591700002739,-98.4502279996255 45.4591700002739)",297.531489073639,truck_route,U 12,U 12,U,12,SD,3,19363,716,4
